,winery_search_term,latitude,longitude,number_of_results,status
457,Consilience winery US,34.5958297,-120.1425266,1,OK
458,Cedar Creek winery US,37.129597,-84.45327700000001,1,OK
459,Demetria winery US,34.7619541,-120.1159724,1,OK
460,Domaine de l'Ermitage winery France,47.2245465,2.4899278,1,OK
461,Domaine de Rome winery France,47.39619099999999,2.81752,1,OK
462,Domdechant Werner winery Germany,50.0103083,8.3478596,1,OK
463,Dr. Fischer winery Germany,49.62068,6.59158,1,OK
464,Pinord winery Spain,41.3430928,1.7031186,1,OK
465,Summers winery US,37.7952944,-122.2790794,1,OK
466,Viszlay Vineyards winery US,38.5887922,-122.8332625,1,OK
467,Yealands winery New Zealand,-41.6482923,174.1314746,1,OK
468,Ampelos winery US,34.642532,-120.437836,1,OK
469,Ascencion winery US,42.4782756,-83.4607389,1,OK
470,Challen winery US,34.9184857,-120.4602311,1,OK
471,Crux winery US,38.67669619999999,-122.8631859,1,OK
472,Damiani winery US,42.4614154,-76.864019,1,OK
473,Domaine Clos Gautier winery France,43.457215,6.164359,1,OK
474,Domaine Harmonie des Arpents winery France,49.00460320000001,-0.0715391,2,OK
475,Doren winery US,43.9944089,-77.3513275,1,OK
476,14 Hands winery US,46.2112241,-119.7465236,1,OK
477,Chateau le Grand Verdus winery France,44.7943922,-0.3959235,1,OK
478,Toad Hollow winery US,38.5658701,-122.866436,1,OK
479,Saint André de Figuière winery France,43.1474599,6.2555989,1,OK
480,Santa Alicia winery Chile,-33.6721392,-70.5404435,1,OK
481,Gainey winery US,34.6080303,-120.0651102,1,OK
482,Bonterra winery US,39.040203,-123.1852984,2,OK
483,Chaddsford winery US,39.8726021,-75.6268546,1,OK
484,Mas de la Dame winery France,43.7384999,4.8241946,1,OK
485,Montevina winery US,36.1505553,-86.8016076,1,OK
486,Substance winery US,46.0681349,-118.3349168,1,OK
487,Stevenot winery US,38.0971732,-120.4709589,1,OK
488,S.A. Prüm winery Germany,49.9409323,7.0473137,1,OK
489,August Truth winery US,35.5142452,-84.439162,1,OK
490,Apriori winery US,38.505627,-122.470871,1,OK
491,C. von Nell-Breuning winery Germany,49.7621809,6.7262505,1,OK
492,Matchbook winery US,38.7610522,-121.92463,1,OK
493,Paratus winery US,38.3580906,-122.4075105,1,OK
494,Peter Mertes winery Germany,49.9299507,7.058972,1,OK
495,Replica winery US,39.824379,-104.986357,1,OK
496,Dunham winery US,46.089097,-118.2783669,1,OK
497,Marita's Vineyard winery US,38.3021519,-122.2498679,1,OK
498,Pamplin winery US,45.332566,-122.918648,1,OK
499,Rocca winery US,38.2382603,-122.2693365,1,OK
500,Ferrari-Carano winery US,38.7113931,-122.9782966,1,OK
501,Fritsch winery Austria,48.4440304,15.9097176,1,OK
502,Z. Alexander Brown winery US,36.20508,-86.69440499999999,1,OK
503,Alex Gambal winery France,47.0224244,4.842102,1,OK
504,David Duband winery France,47.1577843,4.8472797,1,OK
505,Louis Jadot winery France,36.137715,-86.80040939999999,2,OK
506,Freemark Abbey winery US,38.5255567,-122.4963525,1,OK
507,Grimm's Bluff winery US,34.665726,-120.1141354,1,OK
508,Joseph Phelps winery US,38.507208,-122.4286189,1,OK
509,Mesa Del Sol winery US,36.2569541,-121.4176944,1,OK
510,Pine Ridge winery US,38.4053712,-122.3322906,1,OK
511,Sandler winery US,37.7405081,-122.4046939,1,OK
512,Tolosa winery US,35.23116,-120.624744,1,OK
513,Volker Eisele Family Estate winery US,38.532564,-122.3261472,1,OK
514,TerraNoble winery Chile,-35.4666389,-71.4953089,1,OK
515,Arbor Crest winery US,47.6983073,-117.2495377,1,OK
516,Chilensis winery Chile,36.75996,-76.006187,1,OK
517,Domaines Barons de Rothschild (Lafite) winery Chile,-32.9125723,-68.84304279999999,1,OK
518,Fetzer winery US,38.98522,-123.1005632,1,OK
519,Barker's Marque winery New Zealand,42.2796832,-83.7411838,1,OK
520,Beringer winery US,38.5111235,-122.4808592,1,OK
521,Carneros Creek winery US,38.297692,-122.2937379,1,OK
522,Konrad winery New Zealand,-41.56045839999999,173.7417197,1,OK
523,Mana winery New Zealand,-36.87961689999999,174.6032189,1,OK
524,Michel Torino winery Argentina,-26.0618893,-65.9706001,2,OK
525,Santa Julia winery Argentina,-32.9697749,-68.56671469999999,1,OK
526,Sequana winery US,38.4071052,-122.8402003,1,OK
527,Small Vines winery US,38.4180454,-122.8577253,1,OK
528,Tasca d'Almerita winery Italy,38.1016773,13.3289357,1,OK
529,Bründlmayer winery Austria,48.4735363,15.6646975,1,OK
530,Happy Canyon Vineyard winery US,34.4206415,-119.6994278,1,OK
531,Planeta winery Italy,36.7447433,15.0173343,1,OK
532,Charles Krug winery US,38.518744,-122.480955,1,OK
533,Steven Kent winery US,37.664233,-121.728133,1,OK
534,Hauner winery Italy,38.542387,14.867452,1,OK
535,J. Portugal Ramos winery Portugal,38.8402416,-7.628929299999999,1,OK
536,Jean León winery Spain,36.1505553,-86.8016076,1,OK
537,Cellars 33 winery US,37.740145,-122.4040475,1,OK
538,Château Lalande Méric winery France,44.7427222,-0.353178,1,OK
539,Château Lauduc winery France,44.863,-0.4600407,2,OK
540,DFJ Vinhos winery Portugal,39.1531575,-8.733550000000001,1,OK
541,Jidvei winery Romania,46.22517819999999,24.0974942,1,OK
542,Rubus winery Chile,39.1563051,-84.4240059,1,OK
543,Bowman Cellars winery US,38.4367294,-122.8687605,1,OK
544,Quilceda Creek winery US,47.9486161,-122.0787733,1,OK
545,JCB winery US,38.4012008,-122.3604548,1,OK
546,Groth winery US,38.4481255,-122.379358,1,OK
547,Doyenne winery US,47.7345489,-122.1492855,1,OK
548,Hanzell winery US,38.3134008,-122.4624421,1,OK
549,Billsboro winery US,42.7985969,-76.9793159,1,OK
550,C'est Bon winery US,34.073517,-84.7574875,1,OK
551,Château Frank winery US,42.471118,-77.181035,1,OK
552,Château Larrivet Haut-Brion winery France,44.7308584,-0.585568,1,OK
553,Dark Horse winery US,43.3110973,-81.73100280000001,1,OK
554,Domaine Anderson winery US,39.0586064,-123.430396,1,OK
555,Dowsett Family winery US,46.08899539999999,-118.2746958,1,OK
556,Mills Reef winery New Zealand,-37.6080781,175.9413242,1,OK
557,Paumanok winery US,40.9490272,-72.60366979999999,1,OK
558,,,,0,ZERO_RESULTS
559,Browne Family Vineyards winery US,47.5988068,-122.3344189,2,OK
560,Château de Rochemorin winery France,44.7201966,-0.5621427,1,OK
561,Gabriel Meffre winery France,44.1696208,5.0028488,1,OK
562,Alta Vista winery Argentina,-33.0026271,-68.87416499999999,1,OK
563,Paul Buisse winery France,47.3445907,1.1945655,1,OK
564,Saget la Perrière winery France,47.2665189,2.9821978,1,OK
565,Gruet winery US,35.179036,-106.5815499,2,OK
566,Jean-Max Roger winery France,47.3095615,2.7931795,1,OK
567,Vinadeis winery France,43.1494785,2.9516769,1,OK
568,Gnarly Head winery US,36.1371918,-86.79921550000002,1,OK
569,Jacob's Creek winery Australia,-34.5647306,138.9333778,1,OK
570,Ca' Momi winery US,38.255468,-122.275389,1,OK
571,Domaine de Reuilly winery France,47.0801536,2.0427297,1,OK
572,Grayson winery US,33.491614,-96.46451599999999,1,OK
573,Leaping Lizard winery US,34.0469361,-84.3609024,2,OK
574,Adega Mãe winery Portugal,39.048874,-9.295658,1,OK
575,Aniello winery Argentina,-39.0489099,-67.3530821,1,OK
576,Delfino winery US,43.2264822,-123.4658524,1,OK
577,First & Local winery US,36.1707259,-86.7885781,1,OK
578,California Republic winery US,38.058748,-87.544735,1,OK
579,Cliff Creek winery US,42.501916,-122.976914,1,OK
580,Quady North winery US,42.313854,-122.965986,1,OK
581,Tardieu-Laurent winery France,43.76414399999999,5.369288,1,OK
582,,,,0,ZERO_RESULTS
583,Chanin winery US,34.6427533,-120.4357619,1,OK
584,Melrose winery US,43.2579629,-123.455155,1,OK
585,Pieve Vecchia winery Italy,45.544988,10.532606,1,OK
586,Ugly Duckling winery US,-31.830452,115.99745,1,OK
587,Petra winery Italy,43.033377,10.707277,1,OK
588,Recanati winery Israel,32.4048824,34.8967208,1,OK
589,Terralsole winery Italy,43.018783,11.536556,1,OK
590,Prejean winery US,42.6368553,-76.94566429999999,1,OK
591,Kadesh Barnea winery Israel,30.9013755,34.3923592,1,OK
592,Tyrrell's winery Australia,-32.7728332,151.2729394,1,OK
593,Vasse River winery Australia,-33.8224684,115.0377261,1,OK
594,,,,0,ZERO_RESULTS
595,Ventosa winery US,42.857164,-76.936131,1,OK
596,Presqu'ile winery US,34.8538029,-120.3710817,1,OK
597,Sante Arcangeli winery US,37.2524227,-122.382917,1,OK
598,Sixto winery US,41.884588,-87.6571111,1,OK
599,Two Vintners winery US,47.762217,-122.149703,1,OK
600,Le P'tit Paysan winery US,30.7182606,-95.5659202,1,OK
601,Analemma winery US,45.682534,-121.371914,1,OK
602,Darcie Kent Vineyards winery US,37.6659675,-121.7061218,1,OK
603,Domaine Beausejour winery France,47.1530078,0.3787495,1,OK
604,Les Rocailles winery France,45.4915535,5.977958,1,OK
605,Silver Thread winery US,42.5632733,-76.8746431,1,OK
606,,,,0,ZERO_RESULTS
607,Cave B winery US,47.0964885,-119.9948491,1,OK
608,Château Los Boldos winery Chile,-34.3000093,-70.8185298,1,OK
609,Domaine de la Sanglière winery France,43.127861,6.277277,1,OK
610,Château Donjon de Bruignac winery France,44.7905767,-0.06144819999999999,1,OK
611,Koenig Vineyards winery US,43.60491,-116.82175,1,OK
612,Krutz winery US,38.4714523,-122.7425159,1,OK
613,Amavi winery US,46.01615049999999,-118.3837849,1,OK
614,Bouchaine winery US,38.2264234,-122.3313172,1,OK
615,Bucher winery US,38.548252,-122.87304,1,OK
616,Jean-Marc Burgaud winery France,46.1471236,4.6825737,1,OK
617,Jewelry Box winery US,36.0248975,-86.78886399999999,1,OK
618,Magnolia Court winery US,36.1049162,-86.8646954,1,OK
619,Red Rock winery US,36.1505553,-86.8016076,1,OK
620,Real Companhia Velha winery Portugal,41.1327446,-8.6009764,1,OK
621,Decoy winery US,42.4551601,-76.91026269999999,1,OK
622,Domaine du Vissoux winery France,45.9177672,4.538243599999999,1,OK
623,,,,0,ZERO_RESULTS
624,Cairdean Estate winery US,38.5275994,-122.5010321,1,OK
625,Cardwell Hill winery US,44.601071,-123.407959,1,OK
626,Viluko winery US,38.525448,-122.6609655,1,OK
627,Bota Box winery US,37.8403398,-121.2053963,1,OK
628,Good Harbor winery US,44.9830086,-85.7739024,1,OK
629,Long Meadow Ranch winery US,38.4668215,-122.4265077,1,OK
630,Mario Bazán winery US,38.3015663,-122.2870978,1,OK
631,Medlock Ames winery US,38.6665079,-122.8199665,1,OK
632,,,,0,ZERO_RESULTS
633,Cascada Peak winery Argentina,36.499676,-80.768399,1,OK
634,Heritage winery US,39.7237022,-75.17260209999999,1,OK
635,EdenVale winery US,42.2892167,-122.8469099,1,OK
636,Hendry winery US,38.3211569,-122.343578,1,OK
637,White Oak winery US,38.6667902,-122.8069187,1,OK
638,Hundred Acre winery US,36.1049162,-86.8646954,1,OK
639,Nefarious winery US,47.8410405,-120.0973639,1,OK
640,Castellare di Castellina winery Italy,43.4650202,11.269341,1,OK
641,Terre del Marchesato winery Italy,43.214838,10.581393,1,OK
642,Campo al Noce winery Italy,43.2217232,10.5810953,1,OK
643,Patz & Hall winery US,38.2643973,-122.4393295,1,OK
644,Lake Breeze winery Australia,-35.3194225,139.0426088,1,OK
645,Longview winery Australia,-35.190416,138.832297,1,OK
646,Craneford winery Australia,-34.4087851,139.1269358,1,OK
647,Ponzi winery US,45.3797401,-122.9363463,1,OK
648,Razor's Edge winery Australia,36.845553,-75.98317,1,OK
649,,,,0,ZERO_RESULTS
650,,,,0,ZERO_RESULTS
651,Shingleback winery Australia,-35.2064563,138.5256391,1,OK
652,Steininger winery Austria,48.4739721,15.6763661,1,OK
653,AntoLin Cellars winery US,46.6023117,-120.5080488,1,OK
654,Calicaro winery US,34.8263506,-82.3979789,1,OK
655,Errazuriz winery Chile,-32.7993169,-70.8280146,1,OK
656,Robert Oatley winery Australia,-33.8247413,151.1909891,1,OK
657,Anakena winery Chile,-34.3031831,-70.77145469999999,1,OK
658,Cade winery US,38.5607602,-122.4482406,1,OK
659,Casa Rivas winery Chile,-33.4158946,-70.6046771,1,OK
660,Waterbrook winery US,46.0537843,-118.5577327,1,OK
661,Hawks View winery US,45.3740385,-122.8836606,1,OK
662,,,,0,ZERO_RESULTS
663,Laetitia winery US,35.0921371,-120.5358588,1,OK
664,Mancura winery Chile,-33.4044664,-70.5726791,1,OK
665,Pezat winery France,35.605351,-82.54623,1,OK
666,Purlieu winery US,38.6547057,-90.56418430000001,1,OK
667,Valle Secreto winery Chile,-34.4827746,-70.8370936,1,OK
668,Binyamina winery Israel,32.5211964,34.9447084,1,OK
669,Wild Horse winery US,36.1627024,-86.7754903,1,OK
670,Stephanie winery US,39.9162062,-85.93357569999999,1,OK
671,The Gardener winery US,36.1353835,-86.76575460000001,1,OK
672,Laroche winery Chile,36.0824717,-86.725605,1,OK
673,Youngberg Hill Vineyards winery US,45.1902563,-123.290696,1,OK
674,Pessagno winery US,36.4808488,-121.4842889,1,OK
675,Potomac Point winery US,38.458107,-77.3444061,1,OK
676,Principi di Spadafora winery Italy,37.8953125,13.0303125,1,OK
677,Renteria winery US,38.3066381,-122.28249,1,OK
678,Felix Solis winery Spain,38.7753369,-3.395914,1,OK
679,Wildewood winery US,37.475493,-97.3241166,1,OK
680,Wunsch & Mann winery France,48.056382,7.2956024,1,OK
681,Chatham winery US,37.4538086,-75.9318469,1,OK
682,,,,0,ZERO_RESULTS
683,Mureda winery Spain,38.9069036,-3.3871465,1,OK
684,San Felipe winery Argentina,-32.9565972,-68.744767,1,OK
685,Wine by Joe winery US,45.2784954,-123.0086423,1,OK
686,Sands Point winery US,40.8632628,-73.7007284,1,OK
687,Sanglier Cellars winery US,38.61288,-122.871144,1,OK
688,Schmidt winery US,42.31570749999999,-123.2400703,1,OK
689,Publix winery US,36.0410081,-86.741481,1,OK
690,Falcone winery US,34.7295813,-83.4976891,1,OK
691,Kollwentz winery Austria,47.8295264,16.4802959,1,OK
692,Zull winery Austria,48.714847,15.9082085,1,OK
693,Sawyer winery US,38.225533,-122.267675,1,OK
694,Sullivan winery US,38.477359,-122.429331,1,OK
695,Broman winery US,38.5497051,-122.4691672,1,OK
696,De Sousa & Fils winery France,48.9711953,4.0085681,1,OK
697,Waypoint winery US,38.2994982,-122.2853561,1,OK
698,Whitman Cellars winery US,36.959502,-86.5881528,2,OK
699,Wild Oak by St. Francis winery US,38.436705,-122.576548,1,OK
700,Alma Rosa winery US,34.6142018,-120.1999257,1,OK
701,Coeur d'Alene winery US,47.71214699999999,-116.799609,1,OK
702,J Vineyards & Winery winery US,38.5729142,-122.8423727,1,OK
703,James Family Cellars winery US,38.324269,-122.728336,1,OK
704,Peju winery US,38.4554826,-122.4180526,1,OK
705,Racchus winery US,34.9529678,-83.7593952,1,OK
706,Stephen's winery US,34.6577402,-78.8656183,1,OK
707,Kenneth Volk winery US,34.8710035,-120.245533,1,OK
708,Fenestra winery US,37.6418073,-121.7959684,1,OK
709,Folonari winery Italy,43.6282694,11.2857568,1,OK
710,Château du Galoupet winery France,43.1326379,6.1987919,1,OK
711,Firestone winery US,34.712647,-120.1438483,1,OK
712,Gård winery US,47.76612799999999,-122.148302,1,OK
713,Leese-Fitch winery US,39.1998062,-84.381134,1,OK
714,Martin Ray winery US,38.4687308,-122.8507472,1,OK
715,Obelisco Estate winery US,47.7687817,-122.1501868,1,OK
716,Freeman winery US,38.4094931,-122.8831176,1,OK
717,Angove winery Australia,-35.2084814,138.5442347,1,OK
718,Sonsierra winery Spain,42.5655277,-2.7612969,1,OK
719,Wetzel Estate winery US,38.2295229,-86.66179079999999,1,OK
720,Keuka Spring winery US,42.6263804,-77.06741749999999,1,OK
721,Kokomo winery US,38.673273,-122.934075,1,OK
722,La Crema winery US,36.1520632,-86.80567769999999,1,OK
723,Matthews winery US,47.7436629,-122.1463217,1,OK
724,Muga winery Spain,42.5829868,-2.8473474,1,OK
725,Paraduxx winery US,38.43551,-122.351433,1,OK
726,Peter Paul Wines winery US,41.281966,-98.44779899999999,1,OK
727,Pratsch winery Austria,48.4639421,16.6503274,1,OK
728,E. Guigal winery France,36.104063,-86.81578600000002,1,OK
729,Osprey's Dominion winery US,41.0451139,-72.4509278,1,OK
730,Parducci winery US,39.1997536,-123.2122641,1,OK
731,,,,0,ZERO_RESULTS
732,Record Family Wines winery US,32.748251,-117.154426,1,OK
733,Sculpterra winery US,35.6005134,-120.6106611,1,OK
734,Syncline winery US,45.718115,-121.3319,1,OK
735,Red C winery US,39.6287419,-86.1234519,1,OK
736,Terlato winery US,42.2874059,-87.8526426,1,OK
737,Thomas Fogarty winery US,37.342702,-122.2198504,1,OK
738,Myka winery US,38.738079,-120.704412,1,OK
739,Jason-Stephens winery US,36.9968784,-121.5554782,1,OK
740,William Fèvre winery Chile,35.9547489,-86.81919690000001,1,OK
741,Hahn winery US,36.3899382,-121.3655168,1,OK
742,Columbia Crest winery US,45.9570837,-119.6095194,1,OK
743,Fulkerson winery US,42.492661,-76.9243894,1,OK
744,Merry Edwards winery US,38.4349136,-122.8550734,1,OK
745,Native 9 winery US,36.150395,-86.77618819999999,1,OK
746,Samsara winery US,34.6653251,-120.1139599,1,OK
747,Chronicle winery US,41.0468243,-72.4617987,1,OK
748,Domaine Leflaive winery France,36.137715,-86.80040939999999,1,OK
749,,,,0,ZERO_RESULTS
750,Mantra winery US,38.1071543,-122.5688078,1,OK
751,Turn Four winery US,30.2240966,-98.7264397,1,OK
752,X winery US,38.222934,-122.264348,1,OK
753,Seventy Five Wine Co. winery US,30.3585367,-98.0565554,1,OK
754,Arrowood winery US,38.3592556,-122.5006361,1,OK
755,Banshee Wines winery US,38.6116362,-122.8699055,1,OK
756,Domaine Robert Klingenfus winery France,48.548709,7.492589000000001,1,OK
757,Girardet winery US,43.0984625,-123.575232,1,OK
758,Hill Wine Company winery US,45.3112207,-123.235591,1,OK
759,Martin Ranch winery US,37.0403172,-121.7114895,1,OK
760,Ciringa winery Slovenia,46.6778594,15.6031778,1,OK
761,Lingenfelder winery Germany,49.5398124,8.226067,1,OK
762,,,,0,ZERO_RESULTS
763,Georg Mosbacher winery Germany,49.42322310000001,8.189898099999999,1,OK
764,Highlands winery US,37.1722257,-82.73281759999999,1,OK
765,Cameron Hughes winery US,37.726975,-122.194934,1,OK
766,,,,0,ZERO_RESULTS
767,Geh. Rat Dr. von Bassermann-Jordan winery Germany,49.4081542,8.1857663,1,OK
768,Picardy winery Australia,-34.3984811,116.1313938,1,OK
769,Trinchero winery US,38.528453,-122.497828,1,OK
770,Château de la Roulerie winery France,47.326709,-0.6580271,1,OK
771,Alias winery US,35.0702778,-89.8430556,1,OK
772,Angel's Cup winery US,39.0347531,-87.0559656,1,OK
773,Atwater winery US,42.47848210000001,-76.869326,1,OK
774,Hawk Watch Winery winery US,33.372109,-116.7441,1,OK
775,Viña Casas Patronales winery Chile,-33.4095442,-70.57756479999999,1,OK
776,,,,0,ZERO_RESULTS
777,One Leaf winery US,36.1522275,-86.7763126,1,OK
778,Sagelands winery US,46.06766469999999,-118.3381224,1,OK
779,Koz winery US,33.7715446,-84.3672662,1,OK
780,Le Roi des Pierres winery France,44.09013299999999,5.229869000000001,1,OK
781,McFadden winery US,38.9739879,-123.1157318,1,OK
782,Ardiri Winery and Vineyards winery US,45.4475624,-123.0374763,1,OK
783,Canoe Ridge winery US,46.06766469999999,-118.3381224,1,OK
784,Jefferson Vineyards winery US,37.9916185,-78.4442023,1,OK
785,Canihan winery US,38.273313,-122.431212,1,OK
786,Domaines Devillard winery France,46.82485639999999,4.7235317,1,OK
787,Foyt Family winery US,38.227338,-122.4579475,1,OK
788,Scarborough winery US,47.5675513,-122.3354099,1,OK
789,Hogue winery US,46.2183475,-119.7312089,1,OK
790,Airfield Estates winery US,47.7319922,-122.1403829,1,OK
791,Domaine Campu Vecchiu winery France,37.0123482,-88.6730414,1,OK
792,Domaine Girard winery France,43.0990168,2.0941889,1,OK
793,Quinta Nova de Nossa Senhora do Carmo winery Portugal,41.1623001,-7.595759800000001,2,OK
794,Ransom winery US,45.0921771,-123.4661632,1,OK
795,Secret Spot Wines winery Portugal,41.2459824,-7.496077,1,OK
796,Ten Sisters winery New Zealand,34.6135743,-83.874194,1,OK
797,,,,0,ZERO_RESULTS
798,Wild Thing winery US,38.4715911,-122.7424107,1,OK
799,L. Tramier & Fils winery France,46.838985,4.716182,1,OK
800,Lomas del Valle winery Chile,-30.0775393,-70.4971175,1,OK
801,,,,0,ZERO_RESULTS
802,Domaine Carneros winery US,38.25552,-122.3513889,1,OK
803,,,,0,ZERO_RESULTS
804,Knudsen winery US,45.2801789,-123.063368,1,OK
805,Buena Vista winery US,38.2995043,-122.4219437,1,OK
806,Two Mountain winery US,46.4368164,-120.2708172,1,OK
807,Alder Springs winery US,39.6935222,-123.5150975,1,OK
808,,,,0,ZERO_RESULTS
809,McGrail winery US,37.6503411,-121.6950897,1,OK
810,Clos Pegase winery US,38.572341,-122.555126,1,OK
811,Covenant winery US,37.8821837,-122.3026462,1,OK
812,Hidden Jewel winery US,36.1522275,-86.7763126,1,OK
813,Jean-Baptiste Adam winery France,48.1265682,7.283714199999999,1,OK
